group,sample,x,y,UMAP_1,UMAP_2,label,label_color
UPEC,UPEC_12,51,23,0.36082247,0.8796908,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,52,23,0.3943268,0.8762177,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,53,23,0.3162493,0.8123794,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,54,23,0.3626376,0.8678357,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,55,23,0.04874942,0.69415843,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,56,23,0.17501281,0.6886578,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,57,23,0.08775135,0.6725345,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,59,23,0.38145965,0.8668256,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,71,23,0.0667387,0.6781903,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,82,23,0.20885128,0.7545243,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,83,23,0.31820044,0.78210604,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,84,23,0.33703366,0.8132113,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,85,23,0.37041473,0.8768526,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,86,23,0.2950727,0.8434318,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,87,23,0.31968883,0.83727944,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,89,23,0.12525085,0.7167057,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,90,23,0.29280138,0.8522678,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,91,23,0.25194168,0.7790311,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,92,23,0.044971686,0.6932893,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,93,23,0.20131753,0.6913884,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,94,23,0.24088868,0.74836785,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,95,23,0.1664486,0.6933571,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,96,23,0.24304733,0.734163,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,97,23,0.10543014,0.66759384,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,98,23,0.20819256,0.7160953,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,99,23,0.17966162,0.86630106,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,100,23,0.10873813,0.86709076,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,101,23,0.0681482,0.8409429,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,102,23,0.21954408,0.9583849,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,103,23,0.21343997,0.95729584,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,104,23,0.27890736,0.95584106,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,105,23,0.1871448,0.9232579,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,106,23,0.18215647,0.9003118,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,107,23,0.31420377,0.9235546,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,108,23,0.23197608,0.86218435,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,109,23,0.113611534,0.8669331,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,110,23,0.094771504,0.8342883,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,111,23,0.33449477,0.909275,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,112,23,0.09933539,0.70506406,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,113,23,0.22518547,0.92492974,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,114,23,0.24220133,0.8297003,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,115,23,0.07863021,0.80164784,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,116,23,0.079522684,0.8084094,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,117,23,0.19773419,0.91979086,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,118,23,0.19877845,0.9459037,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,119,23,0.02667759,0.7291961,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,120,23,0.24500482,0.9819654,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,121,23,0.16492267,0.93345255,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,122,23,0.11027034,0.8732641,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,123,23,0.21504019,0.9539523,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,124,23,0.2555898,0.97675246,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,125,23,0.04413761,0.77382797,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,126,23,0.163447,0.9142873,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,127,23,0.056043807,0.79115945,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,0,24,0.35485289,0.8806448,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,1,24,0.38290957,0.88923275,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,2,24,0.23391019,0.741367,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,3,24,0.04360015,0.68561953,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,4,24,0.011497,0.6697085,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,5,24,0.071637325,0.7175784,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,6,24,0.29353812,0.8586188,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,7,24,0.29083845,0.8651571,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,8,24,0.055525843,0.6502784,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,9,24,0.20862077,0.70591664,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,10,24,0.043390006,0.6802942,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,11,24,0.3563368,0.8932687,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,12,24,0.33352575,0.8746116,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,13,24,0.26588967,0.7665152,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,14,24,0.09046072,0.7085613,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,15,24,0.13777618,0.7043504,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,18,24,0.0998295,0.6736384,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,19,24,0.18580794,0.6963394,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,20,24,0.05352326,0.70411134,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,21,24,0.2330108,0.72578883,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,22,24,0.3206232,0.80504614,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,23,24,0.33361802,0.8496656,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,24,24,0.2633511,0.83678406,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,25,24,0.11808057,0.7265678,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,26,24,0.38278797,0.8839108,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,27,24,0.37094265,0.86808467,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,28,24,0.38160238,0.9000052,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,29,24,0.32201636,0.8814756,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,30,24,0.38955674,0.87213653,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,31,24,0.34265515,0.89252055,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,32,24,0.4039886,0.8835696,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,33,24,0.16625264,0.7323773,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,34,24,0.19621645,0.7880647,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,35,24,0.33362296,0.875347,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,36,24,0.40548202,0.8807188,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,37,24,0.32653168,0.8743632,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,38,24,0.25131112,0.74842703,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,39,24,0.28956178,0.8135304,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,40,24,0.36026385,0.8098331,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,41,24,0.23058604,0.79416794,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,42,24,0.35625887,0.86504495,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,43,24,0.3046095,0.8442977,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,44,24,0.27752188,0.8085441,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,45,24,0.029768003,0.68383276,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,46,24,0.074866734,0.66238207,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,47,24,0.04556927,0.6570506,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,48,24,0.10969437,0.65228784,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,49,24,0.14501913,0.76613826,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,50,24,0.35297126,0.8976469,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,51,24,0.2505817,0.82390535,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,52,24,0.30655336,0.83405066,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,53,24,0.34891024,0.8873134,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,55,24,0.37440965,0.87332934,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,56,24,0.33362108,0.8434791,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,57,24,0.04663863,0.6457776,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,68,24,0.24864541,0.7460144,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,72,24,0.26552716,0.8037435,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,73,24,0.113292955,0.7610101,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,77,24,0.24248035,0.79449964,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,81,24,0.25887337,0.7672542,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,82,24,0.19994864,0.7214147,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,83,24,0.24344979,0.78819126,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,84,24,0.2556195,0.79758215,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,85,24,0.37785584,0.85339105,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,86,24,0.115311906,0.722025,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,87,24,0.34855697,0.8463588,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,88,24,0.33011097,0.8406952,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,89,24,0.3182404,0.84730136,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,90,24,0.34822443,0.86905456,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,91,24,0.047214113,0.73744637,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,92,24,0.03752787,0.65962124,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,93,24,0.03416008,0.6504095,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,94,24,0.059893712,0.65857446,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,95,24,0.048895493,0.6608124,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,96,24,0.031852625,0.65282804,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,97,24,0.18782356,0.71214426,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,98,24,0.23683223,0.75027823,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,99,24,0.15058528,0.75902253,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,100,24,0.015204583,0.6991267,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,101,24,0.07707488,0.8188375,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,102,24,0.1560178,0.89784217,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,103,24,0.13137288,0.891506,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,104,24,0.19259228,0.90795726,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,106,24,0.34170637,0.9094742,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,107,24,0.07830919,0.7167854,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,108,24,0.21529719,0.7579727,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,109,24,0.07552239,0.8001347,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,110,24,0.27615413,0.9520087,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,111,24,0.2679721,0.7791586,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,112,24,0.21661562,0.9317431,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,113,24,0.20788282,0.89760786,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,114,24,0.17412497,0.88999456,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,115,24,0.08185529,0.77577764,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,116,24,0.24936591,0.97683585,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,117,24,0.23992647,0.86726946,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,118,24,0.06087436,0.76809055,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,119,24,0.23278046,0.9563523,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,120,24,0.07457319,0.83342487,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,121,24,0.07624212,0.84582436,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,122,24,0.11123624,0.8363211,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,123,24,0.10899818,0.8292809,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,124,24,0.04165412,0.7769457,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,125,24,0.11174384,0.8765336,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,126,24,0.17731771,0.9230734,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,127,24,0.12842467,0.8954289,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,0,25,0.3840127,0.90284175,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,1,25,0.37466604,0.8876362,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,2,25,0.345665,0.8705167,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,3,25,0.23687741,0.812402,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,4,25,0.11275853,0.66736335,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,5,25,0.05359574,0.6770054,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,6,25,0.1471202,0.782747,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,7,25,0.24916306,0.74919844,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,9,25,0.1324441,0.68633187,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,11,25,0.35707468,0.8865497,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,12,25,0.23303603,0.96672803,2,"(0.9019607843137256, 0.9607843137254902, 0.5960784313725491, 1.0)"
UPEC,UPEC_12,13,25,0.042932816,0.7088035,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,14,25,0.31841514,0.8183181,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,16,25,0.11976258,0.7481996,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,17,25,0.08956667,0.68955404,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,18,25,0.2642838,0.75363415,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,19,25,0.028022401,0.66722417,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,21,25,0.1986586,0.80409485,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,22,25,0.20828256,0.8243106,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,23,25,0.20234315,0.82042044,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,24,25,0.3655389,0.85910654,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,25,25,0.34934336,0.80576444,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,26,25,0.32176358,0.8769004,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,27,25,0.29669964,0.85752434,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,28,25,0.33788088,0.77533364,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,29,25,0.32311454,0.8511926,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,30,25,0.36083457,0.89037764,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,31,25,0.36651695,0.8663831,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,32,25,0.294646,0.83432287,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,33,25,0.19851926,0.79342514,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,34,25,0.27885464,0.843704,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,35,25,0.38262022,0.8739316,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,36,25,0.35474396,0.88129246,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,37,25,0.1124969,0.7258203,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,38,25,0.108657986,0.7490033,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,39,25,0.31686038,0.8555186,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,40,25,0.325715,0.8416674,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,41,25,0.4024561,0.83462054,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,42,25,0.1977456,0.7055489,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,43,25,0.118423566,0.6639578,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,44,25,0.031202894,0.6668389,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,45,25,0.10964784,0.661628,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,47,25,0.11359553,0.6555891,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,48,25,0.3426384,0.8356071,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,49,25,0.3218004,0.8912022,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
UPEC,UPEC_12,50,25,0.19367388,0.72893214,4,"(0.3686274509803922, 0.30980392156862746, 0.6352941176470588, 1.0)"
