,UPEC_12
941.48846,0.007016802788024952
510.35806,0.0070064919312928155
345.00058,0.006918694107273403
351.96527,0.006825022307333104
308.16226,0.006656614299132945
751.4621,0.006632429242124641
382.2089,0.006611965791817361
888.45087,0.006594403203851381
775.461,0.006494394794103373
361.20984,0.006428781411865497
516.2478,0.006409990012036752
860.5421,0.006398093474895486
347.04547,0.006008226323296001
420.21716,0.006000311799602958
365.02966,0.005885143074918046
843.6579,0.005862550805833112
502.4984,0.005853178944941007
418.16724,0.00580686081835265
810.5994,0.005656146450563013
350.25534,0.005567451432752354
310.17715,0.0055583721833282265
855.4974,0.0054431214621290845
647.4218,0.005281610601659609
725.1983,0.005279224096046452
324.27652,0.005199764107486366
415.22238,0.00508164888873093
825.6237,0.005026939425457727
583.3847,0.005007806918335807
785.45056,0.0049830989048917865
325.06647,0.004965032677593341
437.2014,0.004939174588941246
358.16998,0.004929366181218979
504.28333,0.00488588594656373
616.3582,0.004866524927599656
622.368,0.004844964487677683
359.08994,0.004602039453755567
519.0627,0.004437477480947512
471.28482,0.0043975105876551835
675.44556,0.004343132417697248
408.1477,0.004333577006955106
342.0407,0.004256185922070138
548.31134,0.00418931336843679
737.50775,0.00393635712200349
615.1833,0.003924709645691301
665.381,0.0038975603047184766
874.4915,0.0038809105567281384
538.3968,0.003846400909504585
467.25,0.00377949752392944
591.3594,0.003711120945200044
619.1581,0.003699605660765971
376.12415,0.0035274097611576937
589.47943,0.0034054758701585683
346.08054,0.0033698222660693325
336.28098,0.003331887815818285
480.10944,0.003309282868273363
620.39307,0.00327629800078376
668.6008,0.0032730615289848987
404.1529,0.0032261744051701293
701.50934,0.003141466028441918
469.32492,0.0030291982416336375
361.27484,0.002909095377373484
520.50757,0.0028407686917919007
479.23447,0.002658709581195336
519.26263,0.002537877429502751
392.15344,0.0023967016214549654
614.17334,0.0021162137196684295
809.44946,0.002076444650650811
396.18326,0.002033175571159254
723.54333,0.001985732143507774
521.4526,0.001978266060983836
676.4555,0.001930207411279724
634.4074,0.0019252864509785015
424.25696,0.0017916133390138249
363.16473,0.0017881392806233945
384.18878,0.0016496979164944635
497.27866,0.0016406203560310915
515.34784,0.0015978180655207733
606.1487,0.0015708373359438156
545.4515,0.0015485148968571085
400.12805,0.0015303993700121936
319.9967,0.0013711367378688999
416.15234,0.0013238308586274584
792.56525,0.0012425245233902548
461.0853,0.0010469272282441723
875.50146,0.0010309195985659272
398.23816,0.0009205661692469037
431.31165,0.0008897618857331385
607.43365,0.0008853414966745006
320.1617,0.0007628064113465111
541.36664,0.0005878062348447413
435.10648,0.0005689756029925361
329.0263,0.00044080578278273864
725.4483,0.00037250691717506884
360.27988,0.00024929136384098643
613.5184,0.000235557846784697
346.26053,6.807956183907046e-05
531.4071,-5.0874460855747025e-05
789.48035,-0.0003551804983099251
517.32776,-0.00038202830361661836
421.2721,-0.00047512790303825625
474.2847,-0.00047695485334277006
398.10315,-0.0006067667009757973
352.27524,-0.0006245063441648923
322.1416,-0.0006836160595887295
394.16833,-0.000688731156708657
576.47504,-0.0007389664485704501
856.58234,-0.0007503558314446393
414.13742,-0.0008115285008205853
347.13046,-0.0008330201337534302
314.93695,-0.0008682161525521111
372.09433,-0.0008838408274749396
383.08383,-0.0008998258190460744
632.16254,-0.0010226009786223444
371.0444,-0.001059743087753055
811.46436,-0.0010622064630790822
406.1678,-0.0010901896277351571
615.15826,-0.0011062863731680327
