m/z,UPEC_12,mean
806.5096,0.0306462700001099,0.0306462700001099
857.75226,0.0305758149171939,0.0305758149171939
871.7066,0.0305085190292874,0.0305085190292874
758.5118,0.030500501546384,0.030500501546384
870.5367,0.0302659087361452,0.0302659087361452
774.57104,0.0302433972994792,0.0302433972994792
761.45166,0.0296433333497588,0.0296433333497588
897.72546,0.0294467744221875,0.0294467744221875
826.56866,0.0293995323114786,0.0293995323114786
801.4248,0.0292432923628059,0.0292432923628059
885.666,0.0289490746828801,0.0289490746828801
788.5504,0.0285959803243824,0.0285959803243824
734.5679,0.0285635197501416,0.0285635197501416
842.58795,0.0284105216902898,0.0284105216902898
697.47455,0.0282619825762063,0.0282619825762063
546.35144,0.0281251143357565,0.0281251143357565
853.7224,0.028096811491666,0.028096811491666
828.4936,0.0278823937781144,0.0278823937781144
804.6097,0.0277903770719488,0.0277903770719488
685.4351,0.0276170271931352,0.0276170271931352
835.66327,0.0276074801420893,0.0276074801420893
818.50903,0.0274446329908836,0.0274446329908836
871.69165,0.0273634649827821,0.0273634649827821
830.5635,0.0268768225442829,0.0268768225442829
756.4919,0.0267516588125749,0.0267516588125749
597.4841,0.0267371440577182,0.0267371440577182
348.19043,0.0266347664320706,0.0266347664320706
787.46545,0.0259051269648665,0.0259051269648665
702.5443,0.0258056609866649,0.0258056609866649
784.5256,0.0256982314629358,0.0256982314629358
788.6154,0.0256545612914369,0.0256545612914369
800.61487,0.0255605039255306,0.0255605039255306
751.5221,0.025239484088883,0.025239484088883
810.5394,0.025172426279935,0.025172426279935
909.5449,0.0249246339265338,0.0249246339265338
643.527,0.0241501410503144,0.0241501410503144
820.60394,0.0241292337390978,0.0241292337390978
883.77106,0.0240690116083591,0.0240690116083591
782.5057,0.0239586027280363,0.0239586027280363
475.21967,0.0237404681836251,0.0237404681836251
882.56116,0.0236097403461667,0.0236097403461667
913.6997,0.0235823794453752,0.0235823794453752
832.5234,0.0234133453617238,0.0234133453617238
339.29083,0.0229894012741905,0.0229894012741905
774.601,0.0225295370275911,0.0225295370275911
851.6375,0.0224377518163446,0.0224377518163446
813.68427,0.0222076302878827,0.0222076302878827
524.36743,0.0221238339874178,0.0221238339874178
735.4328,0.0221036087218576,0.0221036087218576
443.2511,0.0220271038710704,0.0220271038710704
861.66705,0.021918335317473,0.021918335317473
817.5591,0.0217206423965152,0.0217206423965152
550.35626,0.0215829453542579,0.0215829453542579
459.2454,0.0215177706624334,0.0215177706624334
884.50604,0.0214660644834497,0.0214660644834497
485.1992,0.0214109063972848,0.0214109063972848
881.51117,0.0213009367124786,0.0213009367124786
615.4933,0.0212789422692819,0.0212789422692819
599.504,0.0210604639555716,0.0210604639555716
768.55133,0.0210578229520272,0.0210578229520272
871.4716,0.0210265765239412,0.0210265765239412
880.5462,0.0208824541805565,0.0208824541805565
633.4874,0.0208342643154036,0.0208342643154036
763.46155,0.0204903387480474,0.0204903387480474
836.6132,0.0204589452691694,0.0204589452691694
778.4759,0.0200688240867849,0.0200688240867849
745.55237,0.0199583862605188,0.0199583862605188
767.49634,0.0199036134624048,0.0199036134624048
611.53845,0.0196873595477562,0.0196873595477562
864.56696,0.0195863385200166,0.0195863385200166
466.33005,0.0194124762256553,0.0194124762256553
713.4488,0.0192397475649449,0.0192397475649449
413.26248,0.0191103301330825,0.0191103301330825
828.5536,0.0187080620234083,0.0187080620234083
719.45856,0.0186693953646182,0.0186693953646182
913.4597,0.0185377188163903,0.0185377188163903
849.6226,0.0184527960870099,0.0184527960870099
811.66437,0.018253158630913,0.018253158630913
409.26764,0.0182274152698208,0.0182274152698208
463.22018,0.0180019995988064,0.0180019995988064
646.41187,0.0178424993067548,0.0178424993067548
767.21136,0.0177380855119343,0.0177380855119343
538.5218,0.0176768803923309,0.0176768803923309
607.4686,0.0176662008590489,0.0176662008590489
468.28497,0.017572416036764,0.017572416036764
912.5348,0.0174939199342949,0.0174939199342949
856.5073,0.0173797262899456,0.0173797262899456
776.59094,0.0172114852907971,0.0172114852907971
500.3135,0.0171948054798145,0.0171948054798145
776.55597,0.0168312602581988,0.0168312602581988
495.26373,0.0167788660992011,0.0167788660992011
911.6798,0.0166167356044006,0.0166167356044006
701.40936,0.0165287197353563,0.0165287197353563
827.7036,0.0165103928600454,0.0165103928600454
891.7157,0.0164082330751568,0.0164082330751568
773.58606,0.0163521389553245,0.0163521389553245
513.25793,0.0163272902476786,0.0163272902476786
666.48096,0.0163258413492222,0.0163258413492222
823.6638,0.0162949441325523,0.0162949441325523
571.4703,0.0162503422608041,0.0162503422608041
591.4944,0.0161983343599976,0.0161983343599976
561.0507,0.016019746802523,0.016019746802523
858.5272,0.0159684284344255,0.0159684284344255
660.4212,0.0159122084678205,0.0159122084678205
445.27103,0.0159024956065835,0.0159024956065835
627.5327,0.0157595051201427,0.0157595051201427
393.29837,0.015750988691781,0.015750988691781
751.4071,0.0157458898586888,0.0157458898586888
419.2522,0.0157297262039716,0.0157297262039716
307.0523,0.0155751474961048,0.0155751474961048
878.5263,0.0154332570741789,0.0154332570741789
832.5834,0.0153790803961836,0.0153790803961836
481.20938,0.0153612264344265,0.0153612264344265
378.28406,0.015348337327866,0.015348337327866
662.44617,0.0153278812236356,0.0153278812236356
526.32733,0.01530013987145,0.01530013987145
618.14813,0.0152566375930946,0.0152566375930946
313.272,0.0151892852845068,0.0151892852845068
812.5193,0.0151434135635867,0.0151434135635867
485.2992,0.015118943509874,0.015118943509874
903.53516,0.0150386096984403,0.0150386096984403
335.97098,0.0149988813571522,0.0149988813571522
801.6848,0.0149876638359584,0.0149876638359584
447.28592,0.0149184697646993,0.0149184697646993
535.4719,0.0146995629386546,0.0146995629386546
844.4629,0.0146057175946491,0.0146057175946491
931.52893,0.0145409417170755,0.0145409417170755
896.7155,0.0143653043433905,0.0143653043433905
896.48047,0.0142944226474306,0.0142944226474306
874.7315,0.0142904541796363,0.0142904541796363
753.482,0.0142717528816442,0.0142717528816442
887.4459,0.0142635761715221,0.0142635761715221
798.45996,0.0141665994395951,0.0141665994395951
794.5701,0.0141500618579801,0.0141500618579801
859.76715,0.0138679149425689,0.0138679149425689
547.4714,0.0138385188559227,0.0138385188559227
879.73627,0.0138080938601836,0.0138080938601836
323.27158,0.0137410255840453,0.0137410255840453
472.38977,0.0137056266019847,0.0137056266019847
475.28964,0.0136235707718258,0.0136235707718258
872.5566,0.0136083112984306,0.0136083112984306
457.28046,0.0135125419271195,0.0135125419271195
790.5553,0.0131487820189234,0.0131487820189234
858.5922,0.0130666862504156,0.0130666862504156
436.18643,0.0130265328656386,0.0130265328656386
311.26712,0.0130162336895722,0.0130162336895722
645.54193,0.0129269244155452,0.0129269244155452
549.35626,0.0127763773856047,0.0127763773856047
897.4855,0.0127124011498365,0.0127124011498365
912.68976,0.012698345179783,0.012698345179783
537.4868,0.0125857973446727,0.0125857973446727
564.2906,0.0123745118418378,0.0123745118418378
834.5383,0.0123202429747299,0.0123202429747299
485.2642,0.0122691829221276,0.0122691829221276
482.32434,0.0120349370200684,0.0120349370200684
531.3421,0.0120291990978065,0.0120291990978065
518.0627,0.0119997557818583,0.0119997557818583
641.5121,0.0119977671157036,0.0119977671157036
833.75336,0.0116488146879891,0.0116488146879891
833.6484,0.0114887810200145,0.0114887810200145
303.01248,0.0114726670017457,0.0114726670017457
429.32175,0.011365367466865,0.011365367466865
584.3047,0.0113197330843175,0.0113197330843175
652.60156,0.0111768554214936,0.0111768554214936
363.11975,0.0111573248444413,0.0111573248444413
599.32404,0.0110952603128507,0.0110952603128507
397.2282,0.0110020542654832,0.0110020542654832
551.3262,0.0108794226243557,0.0108794226243557
766.5414,0.0108742981688408,0.0108742981688408
886.59595,0.0108290729554545,0.0108290729554545
635.5024,0.0107276693735765,0.0107276693735765
750.5421,0.0107159157677171,0.0107159157677171
862.55707,0.0106952699293742,0.0106952699293742
542.4916,0.0106751974034564,0.0106751974034564
643.197,0.0106081890634643,0.0106081890634643
503.2534,0.0104629373648284,0.0104629373648284
752.55707,0.0104243669786792,0.0104243669786792
311.05212,0.0102249418269262,0.0102249418269262
859.53217,0.0102128723245783,0.0102128723245783
473.26974,0.0100867765055244,0.0100867765055244
415.28238,0.0099979099695248,0.0099979099695248
614.3483,0.0098326985379064,0.0098326985379064
513.33295,0.0097894113276135,0.0097894113276135
729.4781,0.0097312682782114,0.0097312682782114
458.13043,0.0096371686241796,0.0096371686241796
816.43414,0.0095975209828535,0.0095975209828535
390.13852,0.0095188137959464,0.0095188137959464
650.4367,0.0095154465314176,0.0095154465314176
367.14456,0.009489212655966,0.009489212655966
645.4069,0.0094860002658341,0.0094860002658341
358.00998,0.0094852357740551,0.0094852357740551
374.10925,0.0094511241240112,0.0094511241240112
849.4876,0.0094506567217181,0.0094506567217181
388.12363,0.0093934162210879,0.0093934162210879
839.4631,0.0093619396561161,0.0093619396561161
629.3726,0.0093048614255358,0.0093048614255358
487.2791,0.0091445592540686,0.0091445592540686
496.0787,0.0089606545521715,0.0089606545521715
491.09894,0.0089193968226314,0.0089193968226314
605.5487,0.0088924858926522,0.0088924858926522
836.5432,0.0088802321196056,0.0088802321196056
619.5281,0.0088388373273635,0.0088388373273635
802.63477,0.0088373669952675,0.0088373669952675
630.3776,0.0088122008767275,0.0088122008767275
627.4677,0.0087667689641788,0.0087667689641788
799.6699,0.0087547686105333,0.0087547686105333
769.47626,0.0087427251488119,0.0087427251488119
597.4291,0.0087137765416145,0.0087137765416145
567.39044,0.0086038559381271,0.0086038559381271
371.31937,0.0085340114916576,0.0085340114916576
616.1732,0.008514380013231,0.008514380013231
506.35825,0.0085009176976789,0.0085009176976789
625.5178,0.0084773558683515,0.0084773558683515
645.5019,0.0084754911114431,0.0084754911114431
469.28992,0.0084707393959841,0.0084707393959841
529.3272,0.0084327852841859,0.0084327852841859
476.3596,0.0084226944670406,0.0084226944670406
746.5673,0.0084171522959169,0.0084171522959169
318.13678,0.0084060211248994,0.0084060211248994
352.12024,0.0083970756266011,0.0083970756266011
560.5008,0.0083379991988355,0.0083379991988355
818.564,0.0083015779528896,0.0083015779528896
793.5002,0.0082411143248474,0.0082411143248474
572.19025,0.0081769964244075,0.0081769964244075
602.1639,0.0081669791497795,0.0081669791497795
617.1782,0.0081669405950579,0.0081669405950579
535.23694,0.0080775014758193,0.0080775014758193
718.5386,0.0079560436565111,0.0079560436565111
340.0258,0.0079407388769131,0.0079407388769131
709.474,0.0079082351620409,0.0079082351620409
408.2977,0.0078181606144263,0.0078181606144263
626.33276,0.0077735905433751,0.0077735905433751
850.49756,0.0076584154661661,0.0076584154661661
591.16437,0.007547182076455,0.007547182076455
895.69055,0.0075446576828445,0.0075446576828445
812.5493,0.0075212575038369,0.0075212575038369
623.5029,0.0074780322689248,0.0074780322689248
565.51556,0.0072564448780313,0.0072564448780313
848.5577,0.0071201875910201,0.0071201875910201
342.01572,0.0070561695719163,0.0070561695719163
621.483,0.0070277318670238,0.0070277318670238
941.48846,0.0070168027880249,0.0070168027880249
510.35806,0.0070064919312928,0.0070064919312928
345.00058,0.0069186941072734,0.0069186941072734
351.96527,0.0068250223073331,0.0068250223073331
308.16226,0.0066566142991329,0.0066566142991329
751.4621,0.0066324292421246,0.0066324292421246
382.2089,0.0066119657918173,0.0066119657918173
888.45087,0.0065944032038513,0.0065944032038513
775.461,0.0064943947941033,0.0064943947941033
361.20984,0.0064287814118654,0.0064287814118654
516.2478,0.0064099900120367,0.0064099900120367
860.5421,0.0063980934748954,0.0063980934748954
347.04547,0.006008226323296,0.006008226323296
420.21716,0.0060003117996029,0.0060003117996029
365.02966,0.005885143074918,0.005885143074918
843.6579,0.0058625508058331,0.0058625508058331
502.4984,0.005853178944941,0.005853178944941
418.16724,0.0058068608183526,0.0058068608183526
810.5994,0.005656146450563,0.005656146450563
350.25534,0.0055674514327523,0.0055674514327523
310.17715,0.0055583721833282,0.0055583721833282
855.4974,0.005443121462129,0.005443121462129
647.4218,0.0052816106016596,0.0052816106016596
725.1983,0.0052792240960464,0.0052792240960464
324.27652,0.0051997641074863,0.0051997641074863
415.22238,0.0050816488887309,0.0050816488887309
825.6237,0.0050269394254577,0.0050269394254577
583.3847,0.0050078069183358,0.0050078069183358
785.45056,0.0049830989048917,0.0049830989048917
325.06647,0.0049650326775933,0.0049650326775933
437.2014,0.0049391745889412,0.0049391745889412
358.16998,0.0049293661812189,0.0049293661812189
504.28333,0.0048858859465637,0.0048858859465637
616.3582,0.0048665249275996,0.0048665249275996
622.368,0.0048449644876776,0.0048449644876776
359.08994,0.0046020394537555,0.0046020394537555
519.0627,0.0044374774809475,0.0044374774809475
471.28482,0.0043975105876551,0.0043975105876551
675.44556,0.0043431324176972,0.0043431324176972
408.1477,0.0043335770069551,0.0043335770069551
342.0407,0.0042561859220701,0.0042561859220701
548.31134,0.0041893133684367,0.0041893133684367
737.50775,0.0039363571220034,0.0039363571220034
615.1833,0.0039247096456913,0.0039247096456913
665.381,0.0038975603047184,0.0038975603047184
874.4915,0.0038809105567281,0.0038809105567281
538.3968,0.0038464009095045,0.0038464009095045
467.25,0.0037794975239294,0.0037794975239294
591.3594,0.0037111209452,0.0037111209452
619.1581,0.0036996056607659,0.0036996056607659
376.12415,0.0035274097611576,0.0035274097611576
589.47943,0.0034054758701585,0.0034054758701585
346.08054,0.0033698222660693,0.0033698222660693
336.28098,0.0033318878158182,0.0033318878158182
480.10944,0.0033092828682733,0.0033092828682733
620.39307,0.0032762980007837,0.0032762980007837
668.6008,0.0032730615289848,0.0032730615289848
404.1529,0.0032261744051701,0.0032261744051701
701.50934,0.0031414660284419,0.0031414660284419
469.32492,0.0030291982416336,0.0030291982416336
361.27484,0.0029090953773734,0.0029090953773734
520.50757,0.0028407686917919,0.0028407686917919
479.23447,0.0026587095811953,0.0026587095811953
519.26263,0.0025378774295027,0.0025378774295027
392.15344,0.0023967016214549,0.0023967016214549
614.17334,0.0021162137196684,0.0021162137196684
809.44946,0.0020764446506508,0.0020764446506508
396.18326,0.0020331755711592,0.0020331755711592
723.54333,0.0019857321435077,0.0019857321435077
521.4526,0.0019782660609838,0.0019782660609838
676.4555,0.0019302074112797,0.0019302074112797
634.4074,0.0019252864509785,0.0019252864509785
424.25696,0.0017916133390138,0.0017916133390138
363.16473,0.0017881392806233,0.0017881392806233
384.18878,0.0016496979164944,0.0016496979164944
497.27866,0.001640620356031,0.001640620356031
515.34784,0.0015978180655207,0.0015978180655207
606.1487,0.0015708373359438,0.0015708373359438
545.4515,0.0015485148968571,0.0015485148968571
400.12805,0.0015303993700121,0.0015303993700121
319.9967,0.0013711367378688,0.0013711367378688
416.15234,0.0013238308586274,0.0013238308586274
792.56525,0.0012425245233902,0.0012425245233902
461.0853,0.0010469272282441,0.0010469272282441
875.50146,0.0010309195985659,0.0010309195985659
398.23816,0.0009205661692469,0.0009205661692469
431.31165,0.0008897618857331,0.0008897618857331
607.43365,0.0008853414966745,0.0008853414966745
320.1617,0.0007628064113465,0.0007628064113465
541.36664,0.0005878062348447,0.0005878062348447
435.10648,0.0005689756029925,0.0005689756029925
329.0263,0.0004408057827827,0.0004408057827827
725.4483,0.000372506917175,0.000372506917175
360.27988,0.0002492913638409,0.0002492913638409
613.5184,0.0002355578467846,0.0002355578467846
346.26053,6.807956183907046e-05,6.807956183907046e-05
531.4071,-5.087446085574703e-05,-5.087446085574703e-05
789.48035,-0.0003551804983099,-0.0003551804983099
517.32776,-0.0003820283036166,-0.0003820283036166
421.2721,-0.0004751279030382,-0.0004751279030382
474.2847,-0.0004769548533427,-0.0004769548533427
398.10315,-0.0006067667009757,-0.0006067667009757
352.27524,-0.0006245063441648,-0.0006245063441648
322.1416,-0.0006836160595887,-0.0006836160595887
394.16833,-0.0006887311567086,-0.0006887311567086
576.47504,-0.0007389664485704,-0.0007389664485704
856.58234,-0.0007503558314446,-0.0007503558314446
414.13742,-0.0008115285008205,-0.0008115285008205
347.13046,-0.0008330201337534,-0.0008330201337534
314.93695,-0.0008682161525521,-0.0008682161525521
372.09433,-0.0008838408274749,-0.0008838408274749
383.08383,-0.000899825819046,-0.000899825819046
632.16254,-0.0010226009786223,-0.0010226009786223
371.0444,-0.001059743087753,-0.001059743087753
811.46436,-0.001062206463079,-0.001062206463079
406.1678,-0.0010901896277351,-0.0010901896277351
615.15826,-0.001106286373168,-0.001106286373168
423.17203,-0.001180188491396,-0.001180188491396
796.585,-0.0012147624770983,-0.0012147624770983
314.10696,-0.0012170998534391,-0.0012170998534391
310.14215,-0.0012466985072044,-0.0012466985072044
874.5715,-0.0012881135159954,-0.0012881135159954
300.09262,-0.0013297367025537,-0.0013297367025537
551.2112,-0.0015387257131089,-0.0015387257131089
551.3712,-0.0016279734010796,-0.0016279734010796
593.5093,-0.0017187033239413,-0.0017187033239413
351.2653,-0.0017559969482326,-0.0017559969482326
881.75116,-0.0017730699446034,-0.0017730699446034
631.3876,-0.0018047138639673,-0.0018047138639673
612.4534,-0.0019071773519313,-0.0019071773519313
533.357,-0.0021652751098643,-0.0021652751098643
814.4892,-0.0021653711890119,-0.0021653711890119
769.22626,-0.002168272733152,-0.002168272733152
387.01868,-0.0021750990998841,-0.0021750990998841
318.98676,-0.0022210499919122,-0.0022210499919122
406.35278,-0.0023745540914851,-0.0023745540914851
374.16925,-0.0025706401942646,-0.0025706401942646
630.1926,-0.0026323932967,-0.0026323932967
384.0038,-0.002696841311624,-0.002696841311624
330.91122,-0.0027867107989266,-0.0027867107989266
426.13687,-0.0028433583738236,-0.0028433583738236
370.17444,-0.0030819152206739,-0.0030819152206739
764.5215,-0.0031400597995527,-0.0031400597995527
365.27966,-0.0032338459649761,-0.0032338459649761
838.6281,-0.0032979712210862,-0.0032979712210862
346.8855,-0.0033777534661199,-0.0033777534661199
409.16266,-0.0035143935004489,-0.0035143935004489
385.10376,-0.0035226189685772,-0.0035226189685772
341.30576,-0.0036097903057015,-0.0036097903057015
567.4305,-0.0036542837176583,-0.0036542837176583
604.60376,-0.0036635776029252,-0.0036635776029252
402.99295,-0.0036942058724515,-0.0036942058724515
605.3787,-0.0037687835576288,-0.0037687835576288
380.149,-0.0038165981887719,-0.0038165981887719
569.4054,-0.0038543014376187,-0.0038543014376187
712.67883,-0.0038659140976444,-0.0038659140976444
620.19806,-0.0038875727550217,-0.0038875727550217
326.10645,-0.0039617725161249,-0.0039617725161249
590.3494,-0.0041677830198452,-0.0041677830198452
465.3901,-0.0041908298646493,-0.0041908298646493
927.4691,-0.0042297702896535,-0.0042297702896535
503.0984,-0.0042991486845761,-0.0042991486845761
387.32364,-0.0044816566619869,-0.0044816566619869
633.1725,-0.0045648935061929,-0.0045648935061929
415.31738,-0.0045723894718241,-0.0045723894718241
302.10254,-0.0046933477924753,-0.0046933477924753
403.2029,-0.004754649012976,-0.004754649012976
615.3533,-0.0048275913604719,-0.0048275913604719
809.6494,-0.0048519749400889,-0.0048519749400889
334.26105,-0.0049632893617934,-0.0049632893617934
319.26175,-0.0052399317185401,-0.0052399317185401
343.04565,-0.0052606458782622,-0.0052606458782622
379.294,-0.0056226978330754,-0.0056226978330754
357.07004,-0.0056799023349085,-0.0056799023349085
397.3082,-0.0060084979303348,-0.0060084979303348
367.33456,-0.0060264888742628,-0.0060264888742628
364.2747,-0.0061575503565532,-0.0061575503565532
439.31628,-0.0064656992515304,-0.0064656992515304
325.28647,-0.0065141649478763,-0.0065141649478763
519.3826,-0.0065191060568758,-0.0065191060568758
813.47925,-0.0066911216641237,-0.0066911216641237
402.13797,-0.0069000142012051,-0.0069000142012051
310.30716,-0.0069465052943677,-0.0069465052943677
686.585,-0.0071065280626745,-0.0071065280626745
517.36273,-0.0074215606247124,-0.0074215606247124
382.28387,-0.0075521681088275,-0.0075521681088275
387.24365,-0.0078217355730568,-0.0078217355730568
589.5195,-0.0078671754802678,-0.0078671754802678
534.36694,-0.0080645262485617,-0.0080645262485617
348.28043,-0.0081465882536258,-0.0081465882536258
362.2948,-0.0081697949979495,-0.0081697949979495
860.6121,-0.0082453744471121,-0.0082453744471121
598.31903,-0.0084307194321045,-0.0084307194321045
366.2896,-0.0086551943405173,-0.0086551943405173
648.6268,-0.0087075412226408,-0.0087075412226408
619.39307,-0.0091189000248564,-0.0091189000248564
350.11035,-0.0092305557395479,-0.0092305557395479
631.19257,-0.0096415380466614,-0.0096415380466614
364.3097,-0.0096827441865474,-0.0096827441865474
740.7076,-0.0099635038561205,-0.0099635038561205
876.5864,-0.0101558199785676,-0.0101558199785676
735.4928,-0.0102155771760862,-0.0102155771760862
537.39185,-0.0103104430945868,-0.0103104430945868
535.3769,-0.0107353324020147,-0.0107353324020147
563.5006,-0.0108483639134125,-0.0108483639134125
433.33154,-0.0110305565808542,-0.0110305565808542
372.18933,-0.0113232544031776,-0.0113232544031776
902.7652,-0.0116219063857864,-0.0116219063857864
603.1588,-0.0117560619916895,-0.0117560619916895
350.29532,-0.0117741042709307,-0.0117741042709307
738.5127,-0.0119098863047643,-0.0119098863047643
424.36197,-0.0119326766796764,-0.0119326766796764
546.5264,-0.0125497264488055,-0.0125497264488055
587.4996,-0.012595940406098,-0.012595940406098
368.3045,-0.012704051939299,-0.012704051939299
518.4927,-0.0129704432838502,-0.0129704432838502
670.6108,-0.0130653512386989,-0.0130653512386989
781.6157,-0.0130906546209817,-0.0130906546209817
369.34946,-0.0132428016107588,-0.0132428016107588
413.30246,-0.0132864640574744,-0.0132864640574744
649.5167,-0.0133730599553353,-0.0133730599553353
399.3231,-0.0136602601347282,-0.0136602601347282
382.31888,-0.0139255159983178,-0.0139255159983178
363.29974,-0.0141166837519502,-0.0141166837519502
626.58777,-0.0143123089481741,-0.0143123089481741
427.38184,-0.0143594865710109,-0.0143594865710109
607.3887,-0.0146564319363077,-0.0146564319363077
393.09338,-0.0151191469834752,-0.0151191469834752
401.338,-0.0156871859822737,-0.0156871859822737
653.5466,-0.015770141275321,-0.015770141275321
365.31964,-0.0160032676887857,-0.0160032676887857
644.5969,-0.0162759905171191,-0.0162759905171191
380.30396,-0.0165373491876004,-0.0165373491876004
655.56146,-0.0167910368958541,-0.0167910368958541
663.4511,-0.0169999588154563,-0.0169999588154563
612.6084,-0.0182203097913417,-0.0182203097913417
385.34375,-0.0182523513758618,-0.0182523513758618
591.53436,-0.0193540990228649,-0.0193540990228649
590.1544,-0.0196633306080652,-0.0196633306080652
383.32883,-0.0203357552551485,-0.0203357552551485
521.3975,-0.0207076051263473,-0.0207076051263473
628.60266,-0.0212314987681984,-0.0212314987681984
651.5316,-0.0213932832289761,-0.0213932832289761
602.58887,-0.0214902369474537,-0.0214902369474537
381.31393,-0.0216080802754874,-0.0216080802754874
646.6119,-0.0218919690374144,-0.0218919690374144
